,매장이름,주소,구,브랜드,위도,경도
861,대림성모점,서울 동작구 시흥대로 658 (신대방동),마포구,이디아,37.4904409,126.9080396
862,대방역점,"서울 동작구 노량진로 24 (대방동, 한신빌딩)",마포구,이디아,37.5127287,126.9493459
863,보라매공원점,서울 동작구 여의대방로 90 (신대방동),마포구,이디아,37.5063955,126.922877
864,보라매점,"서울 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)",마포구,이디아,37.4915746,126.924622
865,사당역점,서울 동작구 동작대로7길 100 (사당동),마포구,이디아,37.4785745,126.9793959
866,사당점,서울 동작구 동작대로 45 (사당동),마포구,이디아,37.5055157,126.9802738
867,상도역점,서울 동작구 상도로 277 (상도1동),마포구,이디아,37.5041896,126.9379181
868,상도중앙점,서울 동작구 만양로 17 (상도동),마포구,이디아,37.5096477,126.9455378
869,숭실대점,서울 동작구 사당로 2 (상도동),마포구,이디아,37.4853495,126.9820551
870,신대방삼거리점,서울 동작구 상도로 78 (대방동),마포구,이디아,37.5041896,126.9379181
871,신상도초교점,서울 동작구 양녕로 183 (상도동),마포구,이디아,37.5138063,126.9559884
872,이수중앙점,서울 동작구 사당로 285 (사당동),마포구,이디아,37.4946982,126.9608044
873,장승배기역점,서울 동작구 상도로 193 (상도동),마포구,이디아,37.5041896,126.9379181
874,중앙대점,서울 동작구 흑석로 79 (흑석동),마포구,이디아,37.5089249,126.9617361
875,중앙대후문점,서울 동작구 흑석로 20 (상도동),마포구,이디아,37.5089249,126.9617361
876,총신대입구역점,서울 동작구 동작대로 119-1 (사당동),마포구,이디아,37.5055157,126.9802738
877,총신대점,"서울 동작구 사당로16가길 96 (사당동) 1,2층",마포구,이디아,37.4838448,126.9704613
878,해군회관점,서울 동작구 여의대방로 194 (대방동),마포구,이디아,37.5063955,126.922877
879,공덕롯데캐슬점,"서울 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",서대문구,이디아,37.5447608,126.9506748
880,공덕점,서울 마포구 마포대로8길 15 (공덕동),서대문구,이디아,37.5461513,126.9543498
881,광흥창역점,"서울 마포구 창전로 45 (창전동, 서강한화오벨리스크)",서대문구,이디아,37.551341,126.9327908
882,대흥역점,서울 마포구 백범로 100 (대흥동),서대문구,이디아,37.55217,126.93738
883,동교중앙점,서울 마포구 동교로27길 8 (동교동),서대문구,이디아,37.5613506,126.9193496
884,마포경찰서점,서울 마포구 마포대로 173 (공덕동),서대문구,이디아,37.549901000000006,126.95444992129008
885,마포공덕역점,서울 마포구 새창로 6 (도화동),서대문구,이디아,37.54227,126.95061
886,마포구청점,서울 마포구 월드컵로 196 (성산동),서대문구,이디아,37.5663972,126.8965001
887,마포데시앙점,서울 마포구 독막로 320 (도화동),서대문구,이디아,37.5473372,126.9369738
888,마포성산시영점,서울 마포구 월드컵북로 210 (성산동),서대문구,이디아,37.5694955,126.9059179987864
889,마포점,서울 마포구 도화길 10 (도화동),서대문구,이디아,37.541768,126.9513165
890,망리단길점,"서울 마포구 포은로 81-1 (망원동, S-빌딩)",서대문구,이디아,37.5562777,126.9047718
891,망원역점,서울 마포구 월드컵로 82-1 (서교동),서대문구,이디아,37.5558234,126.9103257
892,망원중앙점,서울 마포구 월드컵로 147 (망원동),서대문구,이디아,37.5663972,126.8965001
893,상수역점,서울 마포구 와우산로 41-1 (상수동),서대문구,이디아,37.5482631,126.92282016083843
894,상암DMC점,서울 마포구 월드컵북로 396 (상암동),서대문구,이디아,37.5631442,126.9128
895,상암KBS점,서울 마포구 월드컵북로 375 (상암동),서대문구,이디아,37.5793721,126.8886301
896,상암우리기술점,서울 마포구 월드컵북로56길 9 (상암동),서대문구,이디아,37.5818925,126.8883716
897,상암한샘점,서울 마포구 성암로13길 58 (상암동),서대문구,이디아,37.5765171,126.897222
898,상암홈플러스점,서울 마포구 월드컵로 240 (성산동),서대문구,이디아,37.5663972,126.8965001
899,서강대점,서울 마포구 백범로 34 (신수동),서대문구,이디아,37.55217,126.93738
900,서교동점,서울 마포구 와우산로29길 70 (서교동),서대문구,이디아,37.5563811,126.9265795
901,성산점,서울 마포구 월드컵북로 137 (성산동),서대문구,이디아,37.5793721,126.8886301
902,성산중앙점,서울 마포구 성미산로 78 (성산동),서대문구,이디아,37.5602186,126.9165799
903,신촌그랑자이점,"서울 마포구 대흥로 183 (대흥동, 신촌그랑자이 상가)",서대문구,이디아,37.5472737,126.9413542
904,신촌로터리점,서울 마포구 서강로 135 (노고산동),서대문구,이디아,37.550354,126.932257
905,신촌숲아이파크점,"서울 마포구 광성로 17 (신수동, 신촌숲아이파크)",서대문구,이디아,37.5499326,126.9357544
906,애오개역점,서울 마포구 마포대로 208 (아현동),서대문구,이디아,37.5379407,126.9434293
907,오벨리스크점,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)",서대문구,이디아,37.5379407,126.9434293
908,한강공원로점,서울 마포구 망원로 21 (망원동),서대문구,이디아,37.5573718,126.9050302
909,합정LIG점,서울 마포구 양화로1길 21 (합정동),서대문구,이디아,37.5512369,126.9098473
910,합정동점,서울 마포구 양화로6길 90 (합정동),서대문구,이디아,37.5482504,126.91905935
911,합정역사거리점,서울 마포구 독막로2길 5 (합정동),서대문구,이디아,37.5481171,126.9146569
912,합정역점,서울 마포구 양화로11길 54 (서교동),서대문구,이디아,37.5521947,126.9159079
913,합정홈플러스점,"서울 마포구 양화로 45 (서교동, 메세나폴리스)",서대문구,이디아,37.5502395,126.9139625
914,홍대중앙점,서울 마포구 양화로 124 (서교동),서대문구,이디아,37.55420865,126.92078324584716
915,홍대청기와점,서울 마포구 월드컵북로 7 (서교동),서대문구,이디아,37.569189699999995,126.90644091817538
916,홍대학원가점,서울 마포구 와우산로 148 (창전동),서대문구,이디아,37.5563553,126.9312675
917,홍익대점,"서울 마포구 홍익로 10 (서교동, 서교푸르지오)",서대문구,이디아,37.5533059,126.92289894999999
918,가재울점,"서울 서대문구 수색로 100 (북가좌동, DMC래미안e편한세상)",서초구,이디아,37.5772579,126.9027849
919,가재울중앙점,"서울 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",서초구,이디아,37.5722359,126.9145218
920,독립문통일로점,서울 서대문구 영천동,서초구,이디아,37.570186500000005,126.9570483439822
921,동교동점,서울 서대문구 신촌로 5 (창천동),서초구,이디아,37.5579158,126.9603834
922,명지대점,서울 서대문구 거북골로 35 (남가좌동),서초구,이디아,37.5752246,126.9160865
923,명지전문대점,서울 서대문구 가좌로 140 (홍은동),서초구,이디아,37.5779832,126.9305161
924,무악재역점,서울 서대문구 홍제동,서초구,이디아,37.58727245,126.94659487799042
925,북가좌동점,서울 서대문구 증가로 257 (북가좌동),서초구,이디아,37.5705757,126.9305063
926,서대문구청점,서울 서대문구 연희로 237 (연희동),서초구,이디아,37.558745,126.9268426
927,서대문점,서울 서대문구 냉천동,서초구,이디아,37.5675514,126.96317051675607
928,신촌기차역점,서울 서대문구 신촌역로 35 (창천동),서초구,이디아,37.5588347,126.9426887
929,신촌역점,서울 서대문구 신촌로 87-20 (창천동),서초구,이디아,37.5571508,126.9509546
930,아현역점,"서울 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",서초구,이디아,37.558287,126.9555071
931,연남동점,서울 서대문구 연희로 42 (연희동),서초구,이디아,37.558745,126.9268426
932,연대서문점,서울 서대문구 연희로10길 86 (연희동),서초구,이디아,37.5660596,126.9328486
933,연세대점,서울 서대문구 연세로12길 10 (창천동),서초구,이디아,37.559339,126.9389781
934,연희삼거리점,서울 서대문구 연희로 117 (연희동),서초구,이디아,37.558745,126.9268426
935,이화여대점,"서울 서대문구 이화여대길 26 (대현동, 이화빌딩)",서초구,이디아,37.5591281,126.9429083
936,충정로3가점,"서울 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)",서초구,이디아,37.5658032,126.9645347
937,홍은사거리점,"서울 서대문구 통일로 510 (홍은동, 북한산 더샵)",서초구,이디아,37.5718039,126.9607046
938,홍제역점,서울 서대문구 홍제동,서초구,이디아,37.58727245,126.94659487799042
939,강남센트럴시티점,"서울 서초구 신반포로 176 (반포동, 센트럴시티)",성북구,이디아,37.505006449999996,127.00423548927489
940,교대역점,"서울 서초구 서초대로56길 22 (서초동, 성운빌딩)",성북구,이디아,37.4932165,127.0174313
941,교육개발원사거리점,"서울 서초구 바우뫼로 180 (양재동, 신송빌딩)",성북구,이디아,37.47548,127.03469
942,구반포역점,"서울 서초구 신반포로 50 (반포동, 구반포상가)",성북구,이디아,37.5030866,126.98980165000002
943,국립중앙도서관디지털관점,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",성북구,이디아,37.5023222,127.003268
944,국립중앙도서관본관점,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",성북구,이디아,37.5023222,127.003268
945,남부터미널점,서울 서초구 서초동,성북구,이디아,37.48818,127.01751
946,내방역점,"서울 서초구 서초대로 108 (방배동, 삼보빌딩)",성북구,이디아,37.4953126,127.0190518
947,반포지하상가점,"서울 서초구 신반포로 지하 200 (잠원동, 강남터미널지하쇼핑몰)",성북구,이디아,,
948,방배역점,서울 서초구 방배로 87 (방배동),성북구,이디아,37.4961653,126.9883078
949,방배중앙점,"서울 서초구 동광로 1 (방배동, 대양빌딩)",성북구,이디아,37.4921395,126.988803
950,서울고교점,서울 서초구 서초동,성북구,이디아,37.48818,127.01751
951,서울고속버스터미널점,"서울 서초구 신반포로 194 (반포동, 강남고속버스터미널)",성북구,이디아,37.5105046,127.0191612
952,서울교대점,서울 서초구 서초동,성북구,이디아,37.48818,127.01751
953,서초법조타운점,"서울 서초구 서초중앙로24길 7 (서초동, 동천빌딩)",성북구,이디아,37.4954887,127.018228
954,서초역점,서울 서초구 서초동,성북구,이디아,37.48818,127.01751
955,서초우면중앙점,"서울 서초구 양재대로2길 100-11 (우면동, 서초 리슈빌S)",성북구,이디아,37.456471199999996,127.0163292
956,서초점,서울 서초구 서초대로48길 16 (서초동),성북구,이디아,37.4906654,127.0123335
957,신논현역점,서울 서초구 강남대로79길 10 (반포동),성북구,이디아,37.5044111,127.0220042
958,양재AT점,"서울 서초구 동산로 3 (양재동, 한서빌딩)",성북구,이디아,37.471246,127.0437755
959,양재언남점,"서울 서초구 동산로 60 (양재동, 화성빌딩)",성북구,이디아,37.4696368,127.0414121
960,양재점,서울 서초구 남부순환로347길 38 (서초동),성북구,이디아,37.4868354,127.030976
961,양재중앙점,"서울 서초구 강남대로 221 (양재동, 양재역 환승주차장)",성북구,이디아,37.479896,127.0383138
962,양재하나로마트점,"서울 서초구 청계산로 10 (양재동, 농협하나로클럽)",성북구,이디아,37.4614736,127.0460852
963,예술의전당점,"서울 서초구 반포대로 32 (서초동, 원일빌딩)",성북구,이디아,37.5023222,127.003268
964,우면동점,"서울 서초구 바우뫼로 20 (우면동, 고호빌딩)",성북구,이디아,37.47548,127.03469
965,잠원논현점,서울 서초구 신반포로 333 (잠원동),성북구,이디아,37.5105046,127.0191612
966,청계산입구역점,서울 서초구 신원동,성북구,이디아,37.4539864,127.06148792297338
967,포이점,서울 서초구 마방로10길 42 (양재동),성북구,이디아,37.4762121,127.0442536
968,함지박사거리점,서울 서초구 방배로 234 우신빌딩,성북구,이디아,,
969,고대개운점,서울 성북구 개운사길 30 (안암동5가),송파구,이디아,37.5898509,127.0288302
970,고대점,서울 성북구 인촌로 24 (안암동2가),송파구,이디아,,
971,국민대점,서울 성북구 정릉로9라길 8 (정릉동),송파구,이디아,,
972,길음뉴타운점,"서울 성북구 길음로 74 (길음동, 길음 에스에이치빌)",송파구,이디아,37.607969,127.0211093
973,길음중앙점,"서울 성북구 도봉로 11 (길음동, 삼주빌딩)",송파구,이디아,37.6107692,127.030287
974,돈암동점,서울 성북구 동소문로 119 (동선동4가),송파구,이디아,37.5926127,127.0161248
975,돈암아리랑점,"서울 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)",송파구,이디아,37.6033487,127.0132998
976,돌곶이역점,서울 성북구 돌곶이로22길 3 (석관동),송파구,이디아,37.6104349,127.0599579
977,동덕여대점,서울 성북구 화랑로 99 (하월곡동),송파구,이디아,37.6023175,127.0358035
978,동소문동점,서울 성북구 동소문로13길 5 (동소문동4가),송파구,이디아,37.5967632,127.0123705
979,보문역점,서울 성북구 보문로 111 (보문동2가),송파구,이디아,37.5865677,127.0186996
980,석계중앙점,서울 성북구 화랑로40길 61 (석관동),송파구,이디아,37.6134072,127.0635429
981,석관동점,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치)",송파구,이디아,37.6069997,127.063592
982,성북구청점,서울 성북구 보문로 162 (삼선동5가),송파구,이디아,37.5865677,127.0186996
983,성신여대역점,서울 성북구 동소문로17길 40 (동소문동6가),송파구,이디아,37.5934902,127.0151727
984,성신여대점,서울 성북구 보문로34길 100 (동선동2가),송파구,이디아,37.5900885,127.0159785
985,월곡1동점,서울 성북구 오패산로 99 (하월곡동),송파구,이디아,37.6107515,127.0351641
986,월곡동아점,서울 성북구 장월로1길 47 (상월곡동),송파구,이디아,37.6060971,127.0450802
987,월곡중앙점,"서울 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티)",송파구,이디아,37.6050584,127.0309893
988,장위2동점,서울 성북구 화랑로25길 14 (장위동),송파구,이디아,37.6094328,127.0521139
989,장위뉴타운점,서울 성북구 장월로 144-1 (장위동),송파구,이디아,37.6194664,127.0534785
990,장위동점,서울 성북구 월계로40길 7 (장위동),송파구,이디아,37.6229462,127.0483959
991,장위북서울꿈의숲점,서울 성북구 돌곶이로41가길 2 (장위동),송파구,이디아,37.6179926,127.0438984
992,장위중앙점,서울 성북구 장위로 35 (장위동),송파구,이디아,37.61579,127.05531
993,정릉뉴타운점,"서울 성북구 정릉로 307 (정릉동, 라온유 아파트)",송파구,이디아,37.6092586,126.9974291
994,정릉아리랑점,"서울 성북구 북악산로 851 (정릉동, 정릉2차 e-편한세상)",송파구,이디아,37.5995,127.01739
995,정릉점,서울 성북구 보국문로 77 (정릉동),송파구,이디아,37.604585,127.0117025
996,정릉중앙점,서울 성북구 정릉로 251 (정릉동),송파구,이디아,37.6092586,126.9974291
997,종암동점,서울 성북구 종암로 105 (종암동),송파구,이디아,37.6031541,127.0322776
998,하월곡동점,서울 성북구 오패산로 16 (하월곡동),송파구,이디아,37.6036618,127.037557
999,한성대역점,서울 성북구 동소문로 19 (동소문동1가),송파구,이디아,37.5926127,127.0161248
1000,한성대점,서울 성북구 삼선교로 10 (삼선동1가),송파구,이디아,37.5892308,127.0131998
1001,가든파이브점,"서울 송파구 충민로 10 (문정동, 가든파이브툴)",양천구,이디아,37.4781296,127.1195944
1002,가든파이브테크노관점,"서울 송파구 충민로 66 (문정동, 가든파이브라이프)",양천구,이디아,37.4775778,127.1249983
1003,가락몰점,"서울 송파구 양재대로 932 (가락동, 가락몰 판매동)",양천구,이디아,37.4964535,127.1134771
1004,가락중앙점,서울 송파구 송이로 87 (가락동),양천구,이디아,37.5002912,127.1187956
1005,개롱역점,"서울 송파구 오금로 407 (오금동, 상아아파트)",양천구,이디아,37.5112471,127.1098477
1006,거여점,서울 송파구 오금로 497 (거여동),양천구,이디아,37.5112471,127.1098477
1007,마천사거리점,"서울 송파구 마천로 264 (거여동, 흥일빌딩)",양천구,이디아,37.4981159,127.1461104
1008,문정KDU타워점,"서울 송파구 정의로 70 (문정동, 케이디유타워)",양천구,이디아,37.4860411,127.11551171878222
1009,문정문현점,서울 송파구 새말로8길 30 (문정동),양천구,이디아,37.48067,127.12674
1010,문정중앙점,서울 송파구 문정로 31-1 (문정동),양천구,이디아,37.490382,127.1334216
1011,문정테라타워점,"서울 송파구 송파대로 167 (문정동, 문정역테라타워)",양천구,이디아,37.4852945,127.1221507
1012,방이미성점,"서울 송파구 오금로 251 (방이동, 잠실3차한양아파트)",양천구,이디아,37.5112471,127.1098477
1013,방이시장점,서울 송파구 백제고분로48길 3 (방이동),양천구,이디아,37.5110368,127.1154926
1014,방이역점,서울 송파구 위례성대로18길 32 (방이동),양천구,이디아,37.5098375,127.1250855
1015,방이초교점,서울 송파구 가락로 280 (방이동),양천구,이디아,37.50442,127.11452
1016,삼전역점,서울 송파구 백제고분로 263 (삼전동),양천구,이디아,37.5093859,127.0790844
1017,서울삼성내과점,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩)",양천구,이디아,37.5093859,127.0790844
1018,석촌백제점,"서울 송파구 백제고분로39길 15 (석촌동, 삼경빌딩)",양천구,이디아,37.5065626,127.1039647
1019,석촌사거리점,"서울 송파구 송파대로 409 (석촌동, 범양빌딩)",양천구,이디아,37.5075533,127.105217
1020,석촌역점,"서울 송파구 송파대로 456 (송파동, 웅현빌딩)",양천구,이디아,37.5075533,127.105217
1021,송파동점,"서울 송파구 백제고분로41길 5 (송파동, 태원빌딩)",양천구,이디아,37.5068574,127.1083059
1022,송파문정점,서울 송파구 송이로 159 (가락동),양천구,이디아,37.5002912,127.1187956
1023,송파올림픽훼미리타운점,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운 아카데미 상가)",양천구,이디아,37.5041995,127.1302592
1024,송파위례점,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)",양천구,이디아,37.481226649999996,127.14248774455531
1025,송파잠실점,서울 송파구 삼전로 95 (잠실동),양천구,이디아,37.5043628,127.0880067
1026,송파파인타운점,"서울 송파구 충민로2길 28 (장지동, 대진플라자2)",양천구,이디아,37.478332,127.1272028
1027,송파풍납점,서울 송파구 강동대로9길 17-1 (풍납동),양천구,이디아,37.527272,127.1161564
1028,송파하비오점,"서울 송파구 송파대로 111 (문정동, 파크하비오)",양천구,이디아,37.4821235,127.1238883
1029,송파한양점,"서울 송파구 가락로 165 (송파동, 위례캐슬빌)",양천구,이디아,37.50442,127.11452
1030,오금점,"서울 송파구 오금로 306 (가락동, 가락스타클래스)",양천구,이디아,37.5112471,127.1098477
1031,오금중앙점,"서울 송파구 위례성대로22길 18 (오금동, 이시돌빌딩)",양천구,이디아,37.5087075,127.1307206
1032,올림픽공원점,서울 송파구 올림픽로 354 (방이동),양천구,이디아,37.514709,127.1041987
1033,올림픽프라자점,서울 송파구 양재대로 1222 (방이동),양천구,이디아,37.515800150000004,127.1314447768413
1034,위례아이파크점,"서울 송파구 위례광장로 136 (장지동, 위례아이파크)",양천구,이디아,37.4755135,127.1419527
1035,위례포레샤인점,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)",양천구,이디아,37.4783978,127.1379054
1036,잠실나루역점,"서울 송파구 올림픽로35길 104 (신천동, 장미아파트)",양천구,이디아,37.5199253,127.1129084
1037,잠실본동점,"서울 송파구 백제고분로 172 (잠실동, 제이케이빌딩)",양천구,이디아,37.5093859,127.0790844
1038,잠실역점,"서울 송파구 송파대로 567 (잠실동, 잠실주공아파트)",양천구,이디아,37.5161906,127.0930921
1039,잠실월드점,"서울 송파구 올림픽로35가길 9 (신천동, 잠실 푸르지오 월드마크)",양천구,이디아,37.5175823,127.1032186
1040,종합운동장역점,"서울 송파구 올림픽로 76 (잠실동, J타워)",양천구,이디아,37.5115999,127.0791398
1041,CBS본사점,서울 양천구 목동서로 159-1 (목동),영등포구,이디아,37.5284314,126.8703816
1042,강서초교점,서울 양천구 오목로 48 (신월동),영등포구,이디아,37.5256204,126.8678494
1043,목3동점,"서울 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",영등포구,이디아,37.5479202,126.86702409623555
1044,목4동점,서울 양천구 목동중앙본로7길 46 (목동),영등포구,이디아,37.5396176,126.8670836
1045,목동남부점,서울 양천구 목동남로 46 (신정동),영등포구,이디아,37.5070967,126.8609445
1046,목동등촌로점,서울 양천구 등촌로 180 (목동),영등포구,이디아,37.540304,126.8639268
1047,목동로데오점,서울 양천구 목동로 219 (신정동),영등포구,이디아,37.5277099,126.8642241
1048,목동신목점,"서울 양천구 목동중앙로 85 (목동, 강산아파트)",영등포구,이디아,37.5320299,126.8682728
1049,목동신트리점,"서울 양천구 신정로 312 (신정동, 뉴프라자)",영등포구,이디아,37.5093557,126.8433406
1050,목동아델리체점,"서울 양천구 중앙로43길 14 (신정동, 래미안 목동아델리체)",영등포구,이디아,37.5189406,126.852633
1051,목동역점,서울 양천구 오목로 227 (신정동),영등포구,이디아,37.5256204,126.8678494
1052,목동중앙점,"서울 양천구 목동서로 287 (신정동, 동문비젼오피스텔)",영등포구,이디아,37.5284314,126.8703816
1053,목동파라곤점,서울 양천구 목동서로 155 (목동),영등포구,이디아,37.5284314,126.8703816
1054,목동파리공원점,서울 양천구 목동동로 379 (목동),영등포구,이디아,37.528537,126.87645
1055,서남병원점,서울 양천구 신정동,영등포구,이디아,37.5163163,126.86344546388932
1056,신월5동점,서울 양천구 화곡로 50 (신월동),영등포구,이디아,37.5392725,126.8241467
1057,신월7동점,서울 양천구 지양로 79 (신월동),영등포구,이디아,37.5184164,126.8374939
1058,신월사거리점,서울 양천구 남부순환로 353 (신월동),영등포구,이디아,37.5016637,126.8464654
1059,신월신곡시장점,서울 양천구 신월로 172 (신월동),영등포구,이디아,37.5169758,126.8391531
1060,신정교점,서울 양천구 신목로 36 (신정동),영등포구,이디아,37.52243,126.8745212
1061,신정네거리역점,서울 양천구 중앙로 282 (신정동),영등포구,이디아,37.5200056,126.8529921
1062,신정서부점,서울 양천구 신정로11길 50-15 (신정동),영등포구,이디아,37.5098415,126.8397489
1063,신정역점,서울 양천구 오목로 155 (신정동),영등포구,이디아,37.5256204,126.8678494
1064,양천구청점,서울 양천구 목동동로 63 (신정동),영등포구,이디아,37.528537,126.87645
1065,오목교대학학원점,서울 양천구 오목로 319 (목동),영등포구,이디아,37.5256204,126.8678494
1066,오목교역점,서울 양천구 신목로 102 (목동),영등포구,이디아,37.5158024,126.8760521
1067,KBS별관점,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)",은평구,이디아,37.5207125,126.9286332
1068,국회대로점,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",은평구,이디아,37.5296402,126.920877
1069,국회의사당역점,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",은평구,이디아,37.5240804,126.9221394
1070,남부고용센터점,서울 영등포구 양산로 71 (양평동3가),은평구,이디아,37.5258921,126.8897241
1071,당산버드나루점,서울 영등포구 버드나루로 87 (영등포동7가),은평구,이디아,37.5184093,126.9123808
1072,당산역점,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",은평구,이디아,37.5320286,126.9003117
1073,당산중앙점,서울 영등포구 당산로 159 (당산동4가),은평구,이디아,37.5320286,126.9003117
1074,대림1동점,서울 영등포구 도림로 198 (대림동),은평구,이디아,37.5159068,126.8915583
1075,대림3동점,서울 영등포구 대림로 212 (대림동),은평구,이디아,37.50165,126.89696
1076,대림역점,서울 영등포구 도림로31길 2 (대림동),은평구,이디아,,
1077,도림사거리점,서울 영등포구 도림로 326 (신길동),은평구,이디아,37.5159068,126.8915583
1078,도림점,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",은평구,이디아,37.5070684,126.8976872
1079,라이프점,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",은평구,이디아,37.5192018,126.937434
1080,문래역점,서울 영등포구 문래로 89 (문래동3가),은평구,이디아,37.5183029,126.9034752
1081,보라매역점,서울 영등포구 여의대방로 141 (신길동),은평구,이디아,37.5110319,126.9247355
1082,서여의도점,"서울 영등포구 국회대로72길 17 (여의도동, KCC파크타운)",은평구,이디아,37.5296402,126.920877
1083,선유도역점,서울 영등포구 양평로 126 (양평동5가),은평구,이디아,37.5366186,126.8964835
1084,신길성애병원점,서울 영등포구 여의대방로53길 27 (신길동),은평구,이디아,37.5121602,126.9209712
1085,신길썬프라자점,서울 영등포구 신길로 42 (신길동),은평구,이디아,37.4996404,126.9086814
1086,신길아이파크점,서울 영등포구 도림로 280 (신길동),은평구,이디아,37.5159068,126.8915583
1087,신길역점,서울 영등포구 영등포로 353 (신길동),은평구,이디아,37.5184309,126.9126393
1088,신길중앙점,서울 영등포구 도신로 229 (신길동),은평구,이디아,37.5115607,126.9146672
1089,신풍역점,서울 영등포구 신풍로 52-1 (신길동),은평구,이디아,37.5002009,126.9059613
1090,양평동2가점,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",은평구,이디아,37.5250098,126.8840137
1091,여의나루역점,서울 영등포구 여의나루로 113 (여의도동),은평구,이디아,37.5218671,126.9245617
1092,여의도농협재단점,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",은평구,이디아,37.521419,126.9268305
1093,여의도역점,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",은평구,이디아,37.5240804,126.9221394
1094,영등포knk점,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",은평구,이디아,37.5194164,126.9009915
1095,영등포구청점,서울 영등포구 당산로 110 (당산동3가),은평구,이디아,37.5320286,126.9003117
1096,영등포그랜드점,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",은평구,이디아,37.5268136,126.8886023
1097,영등포본동점,서울 영등포구 영신로19길 15 (영등포동),은평구,이디아,37.5141035,126.9074809
1098,영등포시장점,서울 영등포구 영등포로35길 19 (영등포동6가),은평구,이디아,37.52148,126.9043777
1099,영등포아크로타워점,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",은평구,이디아,37.52386935,126.90765673896279
1100,영등포에이스점,서울 영등포구 경인로 775 (문래동3가),은평구,이디아,37.5211643,126.9168781
1101,영등포점,서울 영등포구 영중로 16-1 (영등포동3가),은평구,이디아,37.5311849,126.9057521
1102,영등포중앙점,서울 영등포구 영중로 37 (영등포동4가),은평구,이디아,37.5167442,126.9065388
1103,영등포코레일점,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",은평구,이디아,37.5156447,126.9076335
1104,영등포홈플러스점,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",은평구,이디아,37.5320286,126.9003117
1105,한강성심병원점,서울 영등포구 버드나루로 51 (영등포동2가),은평구,이디아,37.5184093,126.9123808
1106,한국수출입은행점,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",은평구,이디아,37.52862535,126.92344513442816
1107,힐스테이트클래시안점,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)",은평구,이디아,37.5025521,126.9117251
1108,갈현점,서울 은평구 갈현로 268 (갈현동),종로구,이디아,37.6004701,126.9102787
1109,구산사거리점,서울 은평구 서오릉로 195 (구산동),종로구,이디아,37.6134543,126.9117809364077
1110,구산역점,서울 은평구 연서로 148 (대조동),종로구,이디아,37.6094,126.9162
1111,구파발역점,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)",종로구,이디아,37.63576585,126.9193944968631
1112,녹번동점,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)",종로구,이디아,37.6103217,126.9469282
1113,녹번중앙점,"서울 은평구 통일로 635 (녹번동, 녹번동메카오피스텔)",종로구,이디아,37.6227948,126.9198167
1114,독바위역점,"서울 은평구 불광로 128 (불광동, 배진하우스)",종로구,이디아,37.6099029,126.9283073
1115,백련산아이파크점,"서울 은평구 응암로 264 (응암동, 서울빌딩)",종로구,이디아,37.604123,126.9226341
1116,본서부병원점,"서울 은평구 응암로 337 (응암동, 빛터룩스 빌딩)",종로구,이디아,37.604123,126.9226341
1117,불광역점,서울 은평구 통일로 731 (대조동),종로구,이디아,37.6227948,126.9198167
1118,불광연서로점,서울 은평구 연서로 275 (불광동),종로구,이디아,37.6094,126.9162
1119,불광중앙점,서울 은평구 불광로 59 (불광동),종로구,이디아,37.6099029,126.9283073
1120,새절역점,서울 은평구 가좌로 272 (신사동),종로구,이디아,37.5931553,126.9136511
